SalesOrderID,OrderDate,DueDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID
63296,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63296,,10-4030-024911,24911
63297,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63297,,10-4030-012715,12715
63298,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63298,,10-4030-014185,14185
63299,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63299,,10-4030-015061,15061
63300,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63300,,10-4030-017187,17187
63301,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63301,,10-4030-015924,15924
63302,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63302,,10-4030-016824,16824
63303,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63303,,10-4030-011467,11467
63304,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63304,,10-4030-011519,11519
63305,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63305,,10-4030-011519,11519
63306,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63306,,10-4030-026712,26712
63307,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63307,,10-4030-011300,11300
63308,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63308,,10-4030-025254,25254
63309,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63309,,10-4030-018756,18756
63310,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63310,,10-4030-015378,15378
63311,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63311,,10-4030-025147,25147
63312,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63312,,10-4030-024665,24665
63313,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63313,,10-4030-016677,16677
63314,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63314,,10-4030-015945,15945
63315,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63315,,10-4030-027451,27451
63316,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63316,,10-4030-014748,14748
63317,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63317,,10-4030-016017,16017
63318,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63318,,10-4030-014111,14111
63319,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63319,,10-4030-014241,14241
63320,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63320,,10-4030-016397,16397
63321,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63321,,10-4030-019248,19248
63322,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63322,,10-4030-029408,29408
63323,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63323,,10-4030-022557,22557
63324,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63324,,10-4030-026834,26834
63325,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63325,,10-4030-022867,22867
63326,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63326,,10-4030-028754,28754
63327,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63327,,10-4030-023766,23766
63328,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63328,,10-4030-025685,25685
63329,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63329,,10-4030-011137,11137
63330,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63330,,10-4030-011719,11719
63331,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63331,,10-4030-017409,17409
63332,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63332,,10-4030-025733,25733
63333,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63333,,10-4030-013334,13334
63334,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63334,,10-4030-011579,11579
63335,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63335,,10-4030-018947,18947
63336,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63336,,10-4030-019738,19738
63337,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63337,,10-4030-015994,15994
63338,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63338,,10-4030-015419,15419
63339,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63339,,10-4030-015491,15491
63340,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63340,,10-4030-012448,12448
63341,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63341,,10-4030-012452,12452
63342,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63342,,10-4030-015388,15388
63343,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63343,,10-4030-028518,28518
63344,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63344,,10-4030-011413,11413
63345,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63345,,10-4030-028502,28502
63346,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63346,,10-4030-015033,15033
63347,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63347,,10-4030-018255,18255
63348,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63348,,10-4030-020629,20629
63349,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63349,,10-4030-014071,14071
63350,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63350,,10-4030-014215,14215
63351,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63351,,10-4030-025888,25888
63352,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63352,,10-4030-026091,26091
63353,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63353,,10-4030-022252,22252
63354,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63354,,10-4030-023334,23334
63355,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63355,,10-4030-023058,23058
63356,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63356,,10-4030-020660,20660
63357,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63357,,10-4030-017677,17677
63358,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63358,,10-4030-020826,20826
63359,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63359,,10-4030-024114,24114
63360,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63360,,10-4030-011417,11417
63361,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63361,,10-4030-018125,18125
63362,2013-12-31 00:00:00,2014-01-12 00:00:00,SO63362,,10-4030-015692,15692
63363,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63363,,10-4030-014685,14685
63364,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63364,,10-4030-018299,18299
63365,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63365,,10-4030-021279,21279
63366,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63366,,10-4030-014518,14518
63367,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63367,,10-4030-013605,13605
63368,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63368,,10-4030-014170,14170
63369,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63369,,10-4030-017182,17182
63370,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63370,,10-4030-017188,17188
63371,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63371,,10-4030-016595,16595
63372,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63372,,10-4030-013679,13679
63373,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63373,,10-4030-011621,11621
63374,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63374,,10-4030-027386,27386
63375,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63375,,10-4030-027052,27052
63376,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63376,,10-4030-022339,22339
63377,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63377,,10-4030-019804,19804
63378,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63378,,10-4030-014077,14077
63379,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63379,,10-4030-016009,16009
63380,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63380,,10-4030-028986,28986
63381,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63381,,10-4030-017507,17507
63382,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63382,,10-4030-017152,17152
63383,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63383,,10-4030-018665,18665
63384,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63384,,10-4030-018069,18069
63385,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63385,,10-4030-023208,23208
63386,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63386,,10-4030-021251,21251
63387,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63387,,10-4030-020764,20764
63388,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63388,,10-4030-014620,14620
63389,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63389,,10-4030-016544,16544
63390,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63390,,10-4030-020976,20976
63391,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63391,,10-4030-021073,21073
63392,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63392,,10-4030-020865,20865
63393,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63393,,10-4030-026845,26845
63394,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63394,,10-4030-020978,20978
63395,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63395,,10-4030-022383,22383
63396,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63396,,10-4030-029406,29406
63397,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63397,,10-4030-029376,29376
63398,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63398,,10-4030-022314,22314
63399,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63399,,10-4030-027959,27959
63400,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63400,,10-4030-012518,12518
63401,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63401,,10-4030-017422,17422
63402,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63402,,10-4030-012273,12273
63403,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63403,,10-4030-015429,15429
63404,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63404,,10-4030-015371,15371
63405,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63405,,10-4030-017209,17209
63406,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63406,,10-4030-023640,23640
63407,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63407,,10-4030-025221,25221
63408,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63408,,10-4030-021169,21169
63409,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63409,,10-4030-011033,11033
63410,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63410,,10-4030-014038,14038
63411,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63411,,10-4030-013970,13970
63412,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63412,,10-4030-023287,23287
63413,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63413,,10-4030-022999,22999
63414,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63414,,10-4030-023125,23125
63415,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63415,,10-4030-019989,19989
63416,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63416,,10-4030-017609,17609
63417,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63417,,10-4030-028393,28393
63418,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63418,,10-4030-022487,22487
63419,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63419,,10-4030-026955,26955
63420,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63420,,10-4030-027778,27778
63421,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63421,,10-4030-024219,24219
63422,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63422,,10-4030-018130,18130
63423,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63423,,10-4030-011909,11909
63424,2014-01-01 00:00:00,2014-01-13 00:00:00,SO63424,,10-4030-014102,14102
63425,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63425,,10-4030-017247,17247
63426,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63426,,10-4030-017195,17195
63427,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63427,,10-4030-018125,18125
63428,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63428,,10-4030-017185,17185
63429,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63429,,10-4030-011211,11211
63430,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63430,,10-4030-011940,11940
63431,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63431,,10-4030-011200,11200
63432,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63432,,10-4030-011782,11782
63433,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63433,,10-4030-021551,21551
63434,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63434,,10-4030-016172,16172
63435,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63435,,10-4030-018292,18292
63436,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63436,,10-4030-018283,18283
63437,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63437,,10-4030-023428,23428
63438,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63438,,10-4030-027979,27979
63439,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63439,,10-4030-017284,17284
63440,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63440,,10-4030-019629,19629
63441,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63441,,10-4030-025637,25637
63442,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63442,,10-4030-024984,24984
63443,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63443,,10-4030-023288,23288
63444,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63444,,10-4030-014641,14641
63445,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63445,,10-4030-017482,17482
63446,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63446,,10-4030-020274,20274
63447,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63447,,10-4030-018383,18383
63448,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63448,,10-4030-029021,29021
63449,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63449,,10-4030-012959,12959
63450,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63450,,10-4030-018915,18915
63451,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63451,,10-4030-027522,27522
63452,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63452,,10-4030-017155,17155
63453,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63453,,10-4030-016014,16014
63454,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63454,,10-4030-026678,26678
63455,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63455,,10-4030-019827,19827
63456,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63456,,10-4030-016577,16577
63457,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63457,,10-4030-012491,12491
63458,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63458,,10-4030-017797,17797
63459,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63459,,10-4030-013665,13665
63460,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63460,,10-4030-017823,17823
63461,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63461,,10-4030-019390,19390
63462,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63462,,10-4030-021098,21098
63463,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63463,,10-4030-028710,28710
63464,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63464,,10-4030-014809,14809
63465,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63465,,10-4030-023977,23977
63466,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63466,,10-4030-011203,11203
63467,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63467,,10-4030-012029,12029
63468,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63468,,10-4030-011384,11384
63469,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63469,,10-4030-014646,14646
63470,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63470,,10-4030-014649,14649
63471,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63471,,10-4030-012442,12442
63472,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63472,,10-4030-013143,13143
63473,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63473,,10-4030-015345,15345
63474,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63474,,10-4030-016754,16754
63475,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63475,,10-4030-025920,25920
63476,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63476,,10-4030-023999,23999
63477,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63477,,10-4030-024003,24003
63478,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63478,,10-4030-029098,29098
63479,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63479,,10-4030-025032,25032
63480,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63480,,10-4030-025243,25243
63481,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63481,,10-4030-014224,14224
63482,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63482,,10-4030-018193,18193
63483,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63483,,10-4030-011999,11999
63484,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63484,,10-4030-011996,11996
63485,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63485,,10-4030-014063,14063
63486,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63486,,10-4030-026622,26622
63487,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63487,,10-4030-024770,24770
63488,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63488,,10-4030-023699,23699
63489,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63489,,10-4030-023270,23270
63490,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63490,,10-4030-020674,20674
63491,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63491,,10-4030-020675,20675
63492,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63492,,10-4030-020653,20653
63493,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63493,,10-4030-011394,11394
63494,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63494,,10-4030-011398,11398
63495,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63495,,10-4030-017221,17221
63496,2014-01-02 00:00:00,2014-01-14 00:00:00,SO63496,,10-4030-015691,15691
63497,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63497,,10-4030-011185,11185
63498,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63498,,10-4030-011287,11287
63499,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63499,,10-4030-017073,17073
63500,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63500,,10-4030-012715,12715
63501,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63501,,10-4030-018492,18492
63502,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63502,,10-4030-016683,16683
63503,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63503,,10-4030-022313,22313
63504,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63504,,10-4030-013575,13575
63505,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63505,,10-4030-014192,14192
63506,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63506,,10-4030-016585,16585
63507,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63507,,10-4030-012095,12095
63508,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63508,,10-4030-012117,12117
63509,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63509,,10-4030-029006,29006
63510,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63510,,10-4030-011632,11632
63511,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63511,,10-4030-027503,27503
63512,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63512,,10-4030-025355,25355
63513,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63513,,10-4030-027618,27618
63514,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63514,,10-4030-015564,15564
63515,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63515,,10-4030-026550,26550
63516,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63516,,10-4030-011091,11091
63517,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63517,,10-4030-022725,22725
63518,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63518,,10-4030-023740,23740
63519,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63519,,10-4030-021767,21767
63520,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63520,,10-4030-018874,18874
63521,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63521,,10-4030-018417,18417
63522,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63522,,10-4030-016905,16905
63523,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63523,,10-4030-015919,15919
63524,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63524,,10-4030-021860,21860
63525,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63525,,10-4030-019250,19250
63526,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63526,,10-4030-017884,17884
63527,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63527,,10-4030-019492,19492
63528,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63528,,10-4030-012726,12726
63529,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63529,,10-4030-028453,28453
63530,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63530,,10-4030-015340,15340
63531,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63531,,10-4030-019814,19814
63532,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63532,,10-4030-015482,15482
63533,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63533,,10-4030-012755,12755
63534,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63534,,10-4030-015097,15097
63535,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63535,,10-4030-017199,17199
63536,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63536,,10-4030-023539,23539
63537,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63537,,10-4030-023593,23593
63538,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63538,,10-4030-014216,14216
63539,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63539,,10-4030-014058,14058
63540,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63540,,10-4030-026106,26106
63541,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63541,,10-4030-026339,26339
63542,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63542,,10-4030-023318,23318
63543,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63543,,10-4030-023081,23081
63544,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63544,,10-4030-017620,17620
63545,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63545,,10-4030-027796,27796
63546,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63546,,10-4030-011420,11420
63547,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63547,,10-4030-011910,11910
63548,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63548,,10-4030-027878,27878
63549,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63549,,10-4030-012002,12002
63550,2014-01-03 00:00:00,2014-01-15 00:00:00,SO63550,,10-4030-012339,12339
63551,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63551,,10-4030-011176,11176
63552,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63552,,10-4030-016733,16733
63553,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63553,,10-4030-014312,14312
63554,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63554,,10-4030-018266,18266
63555,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63555,,10-4030-015253,15253
63556,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63556,,10-4030-026390,26390
63557,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63557,,10-4030-024209,24209
63558,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63558,,10-4030-015004,15004
63559,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63559,,10-4030-017950,17950
63560,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63560,,10-4030-012290,12290
63561,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63561,,10-4030-016580,16580
63562,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63562,,10-4030-015676,15676
63563,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63563,,10-4030-011731,11731
63564,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63564,,10-4030-011212,11212
63565,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63565,,10-4030-014096,14096
63566,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63566,,10-4030-027426,27426
63567,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63567,,10-4030-025103,25103
63568,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63568,,10-4030-026639,26639
63569,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63569,,10-4030-011519,11519
63570,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63570,,10-4030-023052,23052
63571,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63571,,10-4030-023206,23206
63572,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63572,,10-4030-024225,24225
63573,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63573,,10-4030-021708,21708
63574,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63574,,10-4030-020533,20533
63575,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63575,,10-4030-014661,14661
63576,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63576,,10-4030-017471,17471
63577,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63577,,10-4030-023083,23083
63578,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63578,,10-4030-015382,15382
63579,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63579,,10-4030-014918,14918
63580,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63580,,10-4030-016714,16714
63581,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63581,,10-4030-019001,19001
63582,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63582,,10-4030-018686,18686
63583,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63583,,10-4030-026383,26383
63584,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63584,,10-4030-012598,12598
63585,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63585,,10-4030-013786,13786
63586,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63586,,10-4030-026982,26982
63587,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63587,,10-4030-028911,28911
63588,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63588,,10-4030-011305,11305
63589,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63589,,10-4030-016837,16837
63590,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63590,,10-4030-018523,18523
63591,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63591,,10-4030-012937,12937
63592,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63592,,10-4030-016005,16005
63593,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63593,,10-4030-012597,12597
63594,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63594,,10-4030-011411,11411
63595,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63595,,10-4030-012595,12595
63596,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63596,,10-4030-014722,14722
63597,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63597,,10-4030-015916,15916
63598,2014-01-04 00:00:00,2014-01-16 00:00:00,SO63598,,10-4030-015196,15196
